FID	nb_genes	nb_species	origin	lost_sp	lost_taxa	expanded_tax
OG0004535	36	29	metazoa	0		
OG0004536	36	26	metazoa	3	mle,odi,sma	
OG0004537	36	23	metazoa	6	mle,nematodes,ava,dgy,hel	
OG0004538	36	25	metazoa	4	nve,loc,sme,hel	
OG0004539	36	26	metazoa	3	mle,cin,cgi	
OG0004540	36	26	metazoa	3	ppa,dgy,hel	
OG0004541	36	24	metazoa	5	urochordata,nematodes,sme	
OG0004542	36	28	metazoa	1	hel	
OG0004543	36	24	metazoa	5	nve,urochordata,rva,sme	
OG0004544	36	27	metazoa	2	sma,hel	
OG0004545	36	25	metazoa	4	nematodes,cgi,hel	
OG0004546	36	27	metazoa	2	ppa,hro	
OG0004547	36	28	metazoa	1	cgi	
OG0004548	36	26	metazoa	3	mle,sme,hel	
OG0004549	36	28	metazoa	1	loc	
OG0004550	36	23	metazoa	6	mle,odi,ppa,mli,obi,nge	
OG0004551	36	27	metazoa	2	odi,cgi	
OG0004552	36	20	metazoa	9	odi,ecdysozoa,obi,hro	
OG0004553	36	23	metazoa	6	mle,odi,sma,platyhelminthes,hro	
OG0004554	36	23	metazoa	6	nematodes,rva,dme,lgi,hel	
OG0004555	36	28	metazoa	1	hel	
OG0004556	36	26	metazoa	3	cgi,dgy,hel	
OG0004557	36	28	metazoa	1	hel	
OG0004558	36	27	metazoa	2	rva,sme	
OG0004559	36	27	metazoa	2	sme,pye	
OG0004560	36	26	metazoa	3	dme,sme,cgi	
OG0004561	36	24	metazoa	5	nematodes,ava,platyhelminthes	
OG0004562	36	29	metazoa	0		
OG0004563	36	26	metazoa	3	nve,odi,sme	
OG0004564	36	23	metazoa	6	nve,nematodes,rva,sma,hro	
OG0004565	36	27	metazoa	2	sma,cgi	
OG0004566	36	26	metazoa	3	mle,sme,hel	
OG0004567	36	20	metazoa	9	odi,ecdysozoa,hel,hro	
OG0004568	36	24	metazoa	5	mle,nematodes,sma,hel	
OG0004569	36	24	metazoa	5	mle,hsa,sme,anne_cl1	
OG0004570	36	28	metazoa	1	mle	
OG0004571	36	29	metazoa	0		
OG0004572	36	28	metazoa	1	sme	
OG0004573	36	28	metazoa	1	sme	
OG0004574	36	29	metazoa	0		
OG0004575	36	27	metazoa	2	cin,hel	
OG0004576	36	25	metazoa	4	odi,nematodes,hel	
OG0004577	36	27	metazoa	2	ppa,hel	
OG0004578	36	26	metazoa	3	mle,odi,sme	
OG0004579	36	29	metazoa	0		
OG0004580	36	27	metazoa	2	odi,hel	
OG0004581	36	27	metazoa	2	loc,hel	
OG0004582	36	28	metazoa	1	bla	
OG0004583	36	17	metazoa	12	mle,bla,odi,ecdysozoa,ava,sme,dgy	
OG0004584	36	25	metazoa	4	sme,cgi,dgy,hel	
OG0004585	36	23	metazoa	6	odi,nematodes,rva,sma,cgi	
OG0004586	36	27	metazoa	2	sme,cgi	
OG0004587	36	28	metazoa	1	dgy	
OG0004588	36	26	metazoa	3	bla,hel,hro	
OG0004589	36	26	metazoa	3	ppa,sme,hel	
OG0004590	36	26	metazoa	3	bla,loc,hel	
OG0004591	36	26	metazoa	3	loc,dgy,hel	
OG0004592	36	27	metazoa	2	dgy,hel	
OG0004593	36	28	metazoa	1	hel	
OG0004594	36	27	metazoa	2	cin,hel	
OG0004595	36	29	metazoa	0		
OG0004596	36	11	metazoa	18	mle,nve,bla,odi,hsa,ecdysozoa,ava,platyhelminthes,lgi,cte,nge,pau	
OG0004597	36	22	metazoa	7	mle,odi,vertebrata,rva,platyhelminthes	
OG0004598	36	25	metazoa	4	mle,rva,mli,lgi	
OG0004599	36	25	metazoa	4	loc,ppa,dme,hel	
OG0004600	36	26	metazoa	3	mle,sko,rva	
OG0004601	36	25	metazoa	4	nve,platyhelminthes,cgi	
OG0004602	36	28	metazoa	1	sme	
OG0004603	36	27	metazoa	2	sko,hel	
OG0004604	36	27	metazoa	2	ppa,cgi	
OG0004605	36	26	metazoa	3	mle,nve,odi	
OG0004606	36	25	metazoa	4	hsa,rva,tca,hel	
OG0004607	36	27	metazoa	2	bla,hro	
OG0004608	36	24	metazoa	5	nematodes,dme,mli,dgy	
OG0004609	36	28	metazoa	1	loc	
OG0004610	36	27	metazoa	2	sme,hel	
OG0004611	36	28	metazoa	1	mle	
OG0004612	36	29	metazoa	0		
OG0004613	36	27	metazoa	2	platyhelminthes	
OG0004614	36	28	metazoa	1	hel	
OG0004615	36	29	metazoa	0		
OG0004616	36	26	metazoa	3	mle,ppa,rva	
OG0004617	36	23	metazoa	6	odi,rva,platyhelminthes,hel,hro	
OG0004618	36	29	metazoa	0		
OG0004619	36	26	metazoa	3	nve,hel,nge	
OG0004620	36	27	metazoa	2	bla,ppa	
OG0004621	36	26	metazoa	3	ppa,sma,sme	
OG0004622	36	28	metazoa	1	hel	
OG0004623	36	28	metazoa	1	loc	
OG0004624	36	25	metazoa	4	ppa,tca,sme,hel	
OG0004625	36	27	metazoa	2	mli,hel	
OG0004626	36	26	metazoa	3	ppa,sme,hel	
OG0004627	36	28	metazoa	1	dgy	
OG0004628	36	28	metazoa	1	sme	
OG0004629	36	24	metazoa	5	nematodes,rva,sme,hel	
OG0004630	36	25	metazoa	4	odi,nematodes,hro	
OG0004631	36	21	metazoa	8	mle,nve,nematodes,rva,dme,ava,cte	
OG0004632	36	26	metazoa	3	sma,mli,cgi	
OG0004633	36	26	metazoa	3	mle,nve,hel	
OG0004634	36	27	metazoa	2	rva,hel	
OG0004635	36	25	metazoa	4	odi,rva,insects	
OG0004636	36	24	metazoa	5	mle,nematodes,sme,hel	
OG0004637	36	27	metazoa	2	sme,hel	
OG0004638	36	27	metazoa	2	mle,mli	
OG0004639	36	27	eumetazoa	1	hel	
OG0004640	36	16	parahoxozoa	11	bla,odi,vertebrata,nematodes,rva,platyhelminthes,dgy,hel	
OG0004641	36	16	parahoxozoa	11	bla,urochordata,ecdysozoa,sme,hel	
OG0004642	36	17	bilateria	9	urochordata,nematodes,rva,tca,platyhelminthes,hro	
OG0004643	36	21	eumetazoa	7	bla,ppa,insects,platyhelminthes,hel	
OG0004644	36	16	eumetazoa	12	nve,odi,hsa,ecdysozoa,obi,hel,hro	
OG0004645	36	25	parahoxozoa	2	sme,hro	
OG0004646	36	22	eumetazoa	6	insects,sme,cgi,hel,nge	
OG0004647	36	25	parahoxozoa	2	rva,dme	
OG0004648	36	14	protostomia	6	rva,insects,platyhelminthes,dgy	
OG0004649	36	24	parahoxozoa	3	sma,sme,hel	
OG0004650	36	24	parahoxozoa	3	odi,dgy,hel	
OG0004651	36	17	parahoxozoa	10	olfactores,nematodes,mandibulata,mli	
OG0004652	36	22	parahoxozoa	5	nematodes,platyhelminthes,dgy	
OG0004653	36	22	parahoxozoa	5	odi,insects,sme,hel	
OG0004654	36	20	bilateria	6	odi,nematodes,platyhelminthes,dgy	
OG0004655	36	23	bilateria	3	urochordata,hel	
OG0004656	36	18	eumetazoa	10	sko,urochordata,loc,tca,obi,cgi,dgy,hel,hro	
OG0004657	36	4	bilateria	22	odi,vertebrata,ecdysozoa,ava,platyhelminthes,mollusca,dgy,hel,hro,spir_cl	sko
OG0004658	36	12	bilateria	14	sko,urochordata,ecdysozoa,ava,platyhelminthes,dgy,hro	
OG0004659	36	21	eumetazoa	7	nve,odi,ava,obi,dgy,hel,hro	
OG0004660	36	18	bilateria	8	odi,nematodes,rva,ava,platyhelminthes,hel	
OG0004661	36	17	parahoxozoa	10	urochordata,hsa,nematodes,rva,ava,platyhelminthes,hel	
OG0004662	36	11	bilateria	15	odi,nematodes,rva,insects,ava,platyhelminthes,cgi,annelids,nge	
OG0004663	36	9	parahoxozoa	18	sko,urochordata,ecdysozoa,ava,platyhelminthes,obi,cgi,dgy,hro,nge,pau	
OG0004664	36	18	parahoxozoa	9	urochordata,nematodes,insects,ava,platyhelminthes	
OG0004665	36	21	parahoxozoa	6	odi,ppa,ava,obi,hel,hro	
OG0004666	36	22	eumetazoa	6	nve,urochordata,ava,sme,hro	
OG0004667	36	24	parahoxozoa	3	odi,ppa,ava	
OG0004668	36	23	parahoxozoa	4	nematodes,rva,ava	
OG0004669	36	4	protostomia	16	ppa,rva,tca,ava,mli,spir_cl2	sma
OG0004670	36	13	bilateria	13	chordata,mandibulata,ava,platyhelminthes,lgi,hel	
OG0004671	36	16	protostomia	4	ava,hro,lophophorata	
OG0004672	36	17	bilateria	9	bla,odi,ppa,rva,ava,sme,hel,hro,nge	
OG0004673	36	6	parahoxozoa	21	chordata,ecdysozoa,ava,platyhelminthes,obi,annelids,lophophorata	
OG0004674	36	7	spir_cl2	4	dgy,hel,hro,nge	
OG0004675	36	5	spir_cl2	6	obi,anne_cl1,spir_cl	
OG0004676	36	4	mollusca	0		
OG0004677	36	6	spir_cl2	5	obi,annelids	
OG0004678	36	3	bilateria	23	bla,odi,vertebrata,ecdysozoa,ava,platyhelminthes,mollusca,dgy,hel,hro,spir_cl	sko
OG0004679	36	1	hro	0		
OG0004680	36	2	spir_cl3	11	sme,mollusca,annelids,lophophorata	
OG0004681	36	3	parahoxozoa	24	chordata,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0004682	36	1	tca	0		
OG0004683	35	23	metazoa	6	odi,nematodes,rva,sme,hel	
OG0004684	35	24	metazoa	5	sko,bla,dme,sme,hel	
OG0004685	35	21	metazoa	8	mle,ecdysozoa,hro	
OG0004686	35	24	metazoa	5	nve,rva,dme,bivalvia	
OG0004687	35	25	metazoa	4	loc,mli,cgi,hel	
OG0004688	35	21	metazoa	8	hsa,ecdysozoa,hro	
OG0004689	35	1	aqu	0		
OG0004690	35	23	metazoa	6	mle,nve,cin,dgy,hel,cte	
OG0004691	35	23	metazoa	6	urochordata,rva,sme,cgi,hel	
OG0004692	35	4	metazoa	25	mle,nve,deuterostomes,ecdysozoa,platyhelminthes,mollusca,dgy,hro,spir_cl	aqu
OG0004693	35	29	metazoa	0		
OG0004694	35	22	metazoa	7	mle,odi,ppa,tca,platyhelminthes,hel	
OG0004695	35	27	metazoa	2	hel,lan	
OG0004696	35	16	metazoa	13	bla,odi,vertebrata,ecdysozoa,mli,obi,hro	
OG0004697	35	5	metazoa	24	mle,nve,olfactores,ecdysozoa,ava,platyhelminthes,mollusca,annelids,pau	
OG0004698	35	20	metazoa	9	urochordata,nematodes,dme,ava,platyhelminthes,dgy	
OG0004699	35	27	metazoa	2	sme,dgy	
OG0004700	35	26	metazoa	3	mle,ppa,hel	
OG0004701	35	26	metazoa	3	ppa,sme,cgi	
OG0004702	35	23	metazoa	6	nematodes,rva,insects,hel	
OG0004703	35	22	metazoa	7	mle,odi,ppa,rva,mli,cgi,hro	
OG0004704	35	24	metazoa	5	mle,cin,sme,lgi,cgi	
OG0004705	35	23	metazoa	6	mle,nve,rva,tca,sme,dgy	
OG0004706	35	26	metazoa	3	cin,sme,hro	
OG0004707	35	24	metazoa	5	odi,loc,ppa,sme,hel	
OG0004708	35	22	metazoa	7	mle,rva,dme,ava,platyhelminthes,dgy	
OG0004709	35	26	metazoa	3	sma,hel,nge	
OG0004710	35	25	metazoa	4	nematodes,dme,hel	
OG0004711	35	27	metazoa	2	ppa,sme	
OG0004712	35	25	metazoa	4	odi,loc,dme,mli	
OG0004713	35	4	metazoa	25	mle,nve,deuterostomes,ecdysozoa,ava,platyhelminthes,moll_cl,dgy,hel,hro,lophophorata	
OG0004714	35	24	metazoa	5	loc,nematodes,rva,mli	
OG0004715	35	25	metazoa	4	mle,nve,tca,hel	
OG0004716	35	5	metazoa	24	mle,nve,deuterostomes,ecdysozoa,ava,platyhelminthes,obi,lgi,annelids,pau	nge
OG0004717	35	19	metazoa	10	mle,urochordata,cel,rva,insects,ava,mli,dgy	
OG0004718	35	28	metazoa	1	hel	
OG0004719	35	13	metazoa	16	mle,olfactores,ecdysozoa,platyhelminthes,obi,hel,hro	
OG0004720	35	25	metazoa	4	loc,nematodes,hel	
OG0004721	35	27	metazoa	2	platyhelminthes	
OG0004722	35	27	metazoa	2	sma,sme	
OG0004723	35	27	metazoa	2	mle,dgy	
OG0004724	35	21	metazoa	8	mle,loc,cel,rva,insects,sme,hel	
OG0004725	35	19	metazoa	10	olfactores,ppa,rva,platyhelminthes,hel,hro	
OG0004726	35	27	metazoa	2	sme,hel	
OG0004727	35	21	metazoa	8	mle,urochordata,platyhelminthes,lgi,pye,hel	
OG0004728	35	27	metazoa	2	platyhelminthes	
OG0004729	35	28	metazoa	1	hel	
OG0004730	35	27	metazoa	2	rva,hel	
OG0004731	35	26	metazoa	3	ppa,sme,hel	
OG0004732	35	27	metazoa	2	odi,ppa	
OG0004733	35	29	metazoa	0		
OG0004734	35	25	metazoa	4	ppa,dme,sme,hel	
OG0004735	35	28	metazoa	1	cin	
OG0004736	35	26	metazoa	3	cgi,dgy,hel	
OG0004737	35	26	metazoa	3	dgy,hel,hro	
OG0004738	35	28	metazoa	1	hel	
OG0004739	35	24	metazoa	5	bla,nematodes,sma,sme	
OG0004740	35	29	metazoa	0		
OG0004741	35	28	metazoa	1	sma	
OG0004742	35	20	metazoa	9	urochordata,panarthropoda,ava,sme,hro	
OG0004743	35	29	metazoa	0		
OG0004744	35	26	metazoa	3	nve,dgy,hel	
OG0004745	35	25	metazoa	4	mle,nve,odi,hel	
OG0004746	35	17	metazoa	12	sko,ecdysozoa,platyhelminthes,dgy,hel,hro	
OG0004747	35	27	metazoa	2	ppa,sme	
OG0004748	35	27	metazoa	2	nematodes	
OG0004749	35	29	metazoa	0		
OG0004750	35	28	metazoa	1	pau	
OG0004751	35	27	metazoa	2	cgi,hel	
OG0004752	35	26	metazoa	3	ppa,platyhelminthes	
OG0004753	35	22	metazoa	7	odi,nematodes,rva,ava,sme,hro	
OG0004754	35	25	metazoa	4	ppa,sma,sme,hel	
OG0004755	35	27	metazoa	2	odi,hel	
OG0004756	35	27	metazoa	2	tca,sme	
OG0004757	35	25	metazoa	4	mle,rva,sma,hel	
OG0004758	35	26	metazoa	3	nematodes,sma	
OG0004759	35	22	metazoa	7	mle,urochordata,cel,sma,sme,pau	
OG0004760	35	26	metazoa	3	ppa,rva,cgi	
OG0004761	35	29	metazoa	0		
OG0004762	35	28	metazoa	1	sma	
OG0004763	35	29	metazoa	0		
OG0004764	35	27	metazoa	2	ppa,hel	
OG0004765	35	28	metazoa	1	mli	
OG0004766	35	26	metazoa	3	nematodes,hel	
OG0004767	35	27	metazoa	2	ppa,hel	
OG0004768	35	27	metazoa	2	odi,sme	
OG0004769	35	27	metazoa	2	hel,hro	
OG0004770	35	25	metazoa	4	sma,ava,hel,hro	
OG0004771	35	28	metazoa	1	sme	
OG0004772	35	26	metazoa	3	nematodes,hel	
OG0004773	35	27	metazoa	2	cin,ppa	
OG0004774	35	28	metazoa	1	bla	
OG0004775	35	21	metazoa	8	mle,odi,nematodes,rva,sma,ava,dgy	
OG0004776	35	25	metazoa	4	odi,nematodes,rva	
OG0004777	35	27	metazoa	2	hel,hro	
OG0004778	35	28	metazoa	1	sme	
OG0004779	35	27	metazoa	2	sme,hel	
OG0004780	35	25	metazoa	4	odi,nematodes,lgi	
OG0004781	35	27	metazoa	2	cin,hel	
OG0004782	35	26	metazoa	3	odi,sme,hel	
OG0004783	35	27	metazoa	2	sma,hel	
OG0004784	35	25	metazoa	4	mle,platyhelminthes,hel	
OG0004785	35	26	metazoa	3	nematodes,rva	
OG0004786	35	24	metazoa	5	bla,odi,sma,platyhelminthes	
OG0004787	35	27	metazoa	2	mle,cin	
OG0004788	35	28	metazoa	1	hel	
OG0004789	35	24	metazoa	5	mle,bla,insects,obi	
OG0004790	35	22	metazoa	7	ecdysozoa,hro	
OG0004791	35	26	metazoa	3	loc,rva,cgi	
OG0004792	35	26	metazoa	3	loc,mli,hel	
OG0004793	35	25	metazoa	4	mle,nve,mli,hel	
OG0004794	35	27	metazoa	2	cgi,hel	
OG0004795	35	28	metazoa	1	mle	
OG0004796	35	26	metazoa	3	sme,cgi,hel	
OG0004797	35	28	metazoa	1	bla	
OG0004798	35	28	metazoa	1	hel	
OG0004799	35	24	metazoa	5	nematodes,sma,sme,cte	
OG0004800	35	28	metazoa	1	hel	
OG0004801	35	26	metazoa	3	sko,lgi,hel	
OG0004802	35	24	metazoa	5	odi,nematodes,ava,sme	
OG0004803	35	25	metazoa	4	rva,mli,dgy,hel	
OG0004804	35	24	metazoa	5	ppa,rva,tca,ava,hel	
OG0004805	35	21	metazoa	8	loc,nematodes,rva,insects,sme,dgy	
OG0004806	35	28	metazoa	1	hel	
OG0004807	35	27	metazoa	2	nematodes	
OG0004808	35	23	metazoa	6	odi,nematodes,dme,sme,hro	
OG0004809	35	26	metazoa	3	nematodes,rva	
OG0004810	35	20	metazoa	9	mle,urochordata,nematodes,rva,lgi,cgi,hel	
OG0004811	35	24	metazoa	5	odi,nematodes,rva,hro	
OG0004812	35	26	metazoa	3	cin,sme,hel	
OG0004813	35	26	metazoa	3	ppa,sme,hel	
OG0004814	35	23	metazoa	6	mle,odi,rva,sma,platyhelminthes	
OG0004815	35	28	metazoa	1	ppa	
OG0004816	35	28	metazoa	1	sma	
OG0004817	35	28	metazoa	1	hel	
OG0004818	35	26	metazoa	3	odi,hel,pau	
OG0004819	35	28	metazoa	1	cgi	
OG0004820	35	20	metazoa	9	mle,odi,nematodes,rva,ava,hel,cte,nge	
OG0004821	35	25	metazoa	4	nve,loc,cel,sme	
OG0004822	35	25	metazoa	4	sko,cel,dme,cgi	
OG0004823	35	25	metazoa	4	odi,nematodes,hro	
OG0004824	35	27	metazoa	2	ppa,hel	
OG0004825	35	26	metazoa	3	mle,sme,cgi	
OG0004826	35	26	metazoa	3	nve,sme,lgi	
OG0004827	35	27	metazoa	2	bla,sme	
OG0004828	35	26	metazoa	3	cin,ava,hel	
OG0004829	35	28	metazoa	1	hel	
OG0004830	35	27	metazoa	2	sme,hel	
OG0004831	35	26	metazoa	3	platyhelminthes,hel	
OG0004832	35	26	metazoa	3	sme,cgi,hel	
OG0004833	35	29	metazoa	0		
OG0004834	35	27	metazoa	2	odi,sma	
OG0004835	35	25	metazoa	4	nve,ava,sme,hel	
OG0004836	35	26	metazoa	3	cin,nematodes	
OG0004837	35	27	metazoa	2	sme,hel	
OG0004838	35	27	metazoa	2	mli,hel	
OG0004839	35	28	metazoa	1	sme	
OG0004840	35	25	metazoa	4	bla,odi,ppa,rva	
OG0004841	35	28	metazoa	1	nge	
OG0004842	35	27	metazoa	2	mle,sme	
OG0004843	35	27	metazoa	2	cin,hel	
OG0004844	35	26	metazoa	3	mle,sme,hel	
OG0004845	35	6	metazoa	23	mle,deuterostomes,ecdysozoa,ava,sme,obi,lgi,pye,annelids,nge	nve
OG0004846	35	27	metazoa	2	sme,cgi	
OG0004847	35	24	metazoa	5	cin,loc,nematodes,rva	
OG0004848	35	26	metazoa	3	mle,mli,hel	
OG0004849	35	28	metazoa	1	sme	
OG0004850	35	28	metazoa	1	sme	
OG0004851	35	27	metazoa	2	mle,sme	
OG0004852	35	28	metazoa	1	hel	
OG0004853	35	27	metazoa	2	nve,sme	
OG0004854	35	27	metazoa	2	sme,hel	
OG0004855	35	28	metazoa	1	rva	
OG0004856	35	25	metazoa	4	cin,obi,cgi,dgy	
OG0004857	35	26	metazoa	3	rva,sme,hel	
OG0004858	35	26	metazoa	3	mle,odi,cgi	
OG0004859	35	27	metazoa	2	cin,hel	
OG0004860	35	20	metazoa	9	mle,bla,ppa,rva,insects,ava,sme,cgi	
OG0004861	35	27	metazoa	2	loc,sme	
OG0004862	35	25	metazoa	4	odi,insects,sme	
OG0004863	35	26	metazoa	3	platyhelminthes,dgy	
OG0004864	35	19	metazoa	10	urochordata,nematodes,insects,ava,sme,hel,hro	
OG0004865	35	27	metazoa	2	nematodes	
OG0004866	35	25	metazoa	4	mle,rva,sme,hel	
OG0004867	35	20	metazoa	9	odi,ecdysozoa,hel,hro	
OG0004868	35	22	metazoa	7	mle,nve,odi,ppa,insects,sme	
OG0004869	35	27	metazoa	2	tca,sme	
OG0004870	35	27	metazoa	2	nve,ava	
OG0004871	35	23	metazoa	6	cin,nematodes,rva,sma,tca	
OG0004872	35	27	metazoa	2	odi,sme	
OG0004873	35	23	metazoa	6	mle,nematodes,rva,sma,hro	
OG0004874	35	25	eumetazoa	3	odi,platyhelminthes	
OG0004875	35	22	eumetazoa	6	odi,nematodes,rva,obi,hel	
OG0004876	35	22	bilateria	4	nematodes,sme,hel	
OG0004877	35	1	ava	0		
OG0004878	35	25	eumetazoa	3	odi,tca,sme	
OG0004879	35	22	eumetazoa	6	nematodes,insects,dgy,hro	
OG0004880	35	23	parahoxozoa	4	odi,platyhelminthes,hel	
OG0004881	35	25	parahoxozoa	2	odi,hel	
OG0004882	35	16	bilateria	10	urochordata,hsa,ecdysozoa,hro	
OG0004883	35	18	parahoxozoa	9	odi,nematodes,rva,insects,sme,hel,pau	
OG0004884	35	22	eumetazoa	6	odi,nematodes,rva,hel,hro	
OG0004885	35	26	eumetazoa	2	mli,cgi	
OG0004886	35	23	parahoxozoa	4	bla,odi,sme,hel	
OG0004887	35	20	bilateria	6	odi,nematodes,insects,mli	
OG0004888	35	25	parahoxozoa	2	odi,hel	
OG0004889	35	24	eumetazoa	4	cin,sme,lgi,hel	
OG0004890	35	17	protostomia	3	tca,sme,dgy	
OG0004891	35	19	bilateria	7	odi,nematodes,rva,insects,hro	
OG0004892	35	25	eumetazoa	3	cin,rva,ava	
OG0004893	35	4	bilateria	22	olfactores,ecdysozoa,ava,platyhelminthes,obi,lgi,spir_cl1	sko
OG0004894	35	5	deuterostomes	1	odi	
OG0004895	35	22	parahoxozoa	5	odi,ppa,ava,sme,hro	
OG0004896	35	15	parahoxozoa	12	odi,vertebrata,ecdysozoa,ava,sme,hro	
OG0004897	35	17	bilateria	9	urochordata,loc,ava,platyhelminthes,hro,nge,lan	
OG0004898	35	19	bilateria	7	urochordata,nematodes,ava,sme,nge	
OG0004899	35	6	parahoxozoa	21	sko,olfactores,ecdysozoa,ava,platyhelminthes,mollusca,hel,hro,pau	nve
OG0004900	35	8	parahoxozoa	19	odi,ecdysozoa,ava,platyhelminthes,mollusca,annelids,nge	
OG0004901	35	18	eumetazoa	10	odi,ecdysozoa,ava,hro,nge	
OG0004902	35	16	eumetazoa	12	nve,odi,nematodes,rva,ava,platyhelminthes,lgi,dgy,hel,hro	
OG0004903	35	3	chordata	2	urochordata	
OG0004904	35	24	eumetazoa	4	rva,ava,mli,hel	
OG0004905	35	20	parahoxozoa	7	sko,urochordata,sma,ava,platyhelminthes	
OG0004906	35	12	bilateria	14	sko,olfactores,ecdysozoa,ava,mli,pau	
OG0004907	35	4	bilateria	22	sko,olfactores,ecdysozoa,ava,platyhelminthes,moll_cl,dgy,hel,hro,lophophorata	cte
OG0004908	35	19	bilateria	7	odi,ppa,sma,dme,ava,sme,dgy	
OG0004909	35	5	spir_cl2	6	lgi,pye,dgy,hro,nge,pau	
OG0004910	35	2	moll_cl	1	pye	
OG0004911	35	11	eumetazoa	17	deuterostomes,ecdysozoa,ava,sme,dgy,hro,pau	
OG0004912	35	9	protostomia	11	nematodes,rva,sma,dme,ava,platyhelminthes,cgi,hro,pau	
OG0004913	35	2	anne_cl2	1	hro	
OG0004914	35	5	protostomia	15	cel,panarthropoda,ava,sme,obi,bivalvia,dgy,hel,spir_cl	
OG0004915	35	2	spir_cl1	5	dgy,hel,cte,lophophorata	
OG0004916	35	2	bilateria	24	chordata,ecdysozoa,ava,platyhelminthes,obi,bivalvia,spir_cl1	
OG0004917	35	2	protostomia	18	nematodes,rva,insects,ava,platyhelminthes,obi,bivalvia,spir_cl1	
OG0004918	35	3	protostomia	17	nematodes,mandibulata,ava,platyhelminthes,moll_cl,annelids,nge,lan	obi
OG0004919	35	1	ppa	0		
OG0004920	34	3	metazoa	26	mle,nve,deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,dgy,hel,hro,nge,pau	aqu
OG0004921	34	23	metazoa	6	mle,nve,odi,rva,platyhelminthes	
OG0004922	34	28	metazoa	1	hel	
OG0004923	34	28	metazoa	1	cgi	
OG0004924	34	27	metazoa	2	platyhelminthes	
OG0004925	34	26	metazoa	3	bla,lgi,hel	
OG0004926	34	16	metazoa	13	mle,urochordata,nematodes,mandibulata,ava,sme,obi,hel,hro	
OG0004927	34	26	metazoa	3	mle,mli,hel	
OG0004928	34	27	metazoa	2	bla,hel	
OG0004929	34	1	aqu	0		
OG0004930	34	28	metazoa	1	sko	
OG0004931	34	17	metazoa	12	mle,urochordata,ecdysozoa,platyhelminthes,hro	
OG0004932	34	26	metazoa	3	platyhelminthes,hel	
OG0004933	34	28	metazoa	1	hel	
OG0004934	34	20	metazoa	9	nve,panarthropoda,platyhelminthes,dgy,hel	
OG0004935	34	24	metazoa	5	odi,nematodes,sma,hel	
OG0004936	34	23	metazoa	6	odi,nematodes,rva,sma,lan	
OG0004937	34	20	metazoa	9	nve,ecdysozoa,sme,hel	
OG0004938	34	22	metazoa	7	mle,cin,rva,platyhelminthes,dgy,hro	
OG0004939	34	17	metazoa	12	urochordata,ecdysozoa,platyhelminthes,obi,hel	
OG0004940	34	26	metazoa	3	nematodes,sme	
OG0004941	34	25	metazoa	4	mle,sma,dgy,hel	
OG0004942	34	21	metazoa	8	mle,bla,urochordata,nematodes,dme,nge	
OG0004943	34	27	metazoa	2	sme,hel	
OG0004944	34	26	metazoa	3	loc,sma,sme	
OG0004945	34	29	metazoa	0		
OG0004946	34	24	metazoa	5	nematodes,sma,dme,hel	
OG0004947	34	23	metazoa	6	mle,ppa,mandibulata,mli	
OG0004948	34	28	metazoa	1	hel	
OG0004949	34	26	metazoa	3	odi,mli,hel	
OG0004950	34	24	metazoa	5	nematodes,tca,ava,sme	
OG0004951	34	27	metazoa	2	cin,ppa	
OG0004952	34	19	metazoa	10	mle,bla,urochordata,nematodes,rva,insects,hel	
OG0004953	34	22	metazoa	7	urochordata,nematodes,tca,sme,hro	
OG0004954	34	6	metazoa	23	mle,deuterostomes,ecdysozoa,ava,platyhelminthes,obi,pye,dgy,hel,spir_cl	
OG0004955	34	19	metazoa	10	mle,nematodes,rva,insects,sme,anne_cl1,pau	
OG0004956	34	27	metazoa	2	ppa,mli	
OG0004957	34	27	metazoa	2	tca,hel	
OG0004958	34	27	metazoa	2	sme,hel	
OG0004959	34	26	metazoa	3	dme,sme,hro	
OG0004960	34	21	metazoa	8	odi,nematodes,rva,dme,sme,dgy,hro	
OG0004961	34	25	metazoa	4	cel,ava,sme,hel	
OG0004962	34	27	metazoa	2	cgi,hel	
OG0004963	34	28	metazoa	1	cgi	
OG0004964	34	23	metazoa	6	odi,nematodes,rva,sme,hro	
OG0004965	34	18	metazoa	11	mle,bla,odi,nematodes,rva,ava,platyhelminthes,lgi,hro	
OG0004966	34	28	metazoa	1	hel	
OG0004967	34	28	metazoa	1	hel	
OG0004968	34	26	metazoa	3	ppa,dgy,hel	
OG0004969	34	27	metazoa	2	dgy,hel	
OG0004970	34	25	metazoa	4	rva,tca,ava,dgy	
OG0004971	34	27	metazoa	2	nematodes	
OG0004972	34	25	metazoa	4	mle,ppa,sma,dme	
OG0004973	34	24	metazoa	5	platyhelminthes,cgi,dgy,hel	
OG0004974	34	27	metazoa	2	loc,sma	
OG0004975	34	23	metazoa	6	odi,nematodes,rva,lgi,hel	
OG0004976	34	25	metazoa	4	mle,ppa,mli,cgi	
OG0004977	34	26	metazoa	3	nematodes,hel	
OG0004978	34	27	metazoa	2	cin,sme	
OG0004979	34	27	metazoa	2	dgy,hel	
OG0004980	34	24	metazoa	5	sma,platyhelminthes,cgi,hro	
OG0004981	34	21	metazoa	8	rva,insects,ava,platyhelminthes,dgy,hel	
